fold,site,state,base_scale,summer_scale,winter_scale,seasonal_scale,aot_period_days,smog_period_days,residual_period_days,noise
41,116805_47789,ID,0.10481958836317062,0.07001636177301407,0.29783201217651367,0.03489290177822113,484.9223934342478,305.2299663807467,426.55144007638756,0.14979858696460724
42,116806_46397,ID,0.10448028892278671,0.05143518000841141,0.3080807626247406,0.31991398334503174,538.9222507182925,398.19737638105966,491.02653785178563,0.1609800010919571
43,116536_46335,ID,0.10227000713348389,0.06367787718772888,0.23195619881153107,0.21176709234714508,434.70716919337207,421.7877015292461,419.83619086479894,0.15411251783370972
44,114495_42565,ID,0.10755543410778046,0.03564336150884628,0.3343944251537323,0.037851009517908096,536.879558825537,244.40892497089737,444.3293365489406,0.13813813030719757
45,106278_42846,WY,0.11607428640127182,0.0610385499894619,0.3596734404563904,0.023749075829982758,483.5015696280018,258.8409080199175,545.0111724804176,0.10885041207075119
46,110831_44373,WY,0.10759590566158295,0.0319385901093483,0.31755495071411133,0.08629786223173141,539.0094895507073,272.893491899405,375.17211353488995,0.12984944880008698
47,104677_47868,MT,0.10318155586719513,0.08192643523216248,0.33352017402648926,0.06481773406267166,463.91754284629576,258.510532270135,493.9761110586566,0.15583133697509766
48,105586_41303,WY,0.11255734413862228,0.03335381671786308,0.28349027037620544,0.01381696853786707,508.8971367147556,281.63755745847055,453.17535287052544,0.14582623541355133
49,106962_44804,WY,0.11534998565912247,0.022961705923080444,0.34641969203948975,0.01460345834493637,439.3605001150747,198.31389133262826,522.8250829352074,0.12959298491477966
50,103379_46894,ND,0.0986248329281807,0.07888047397136688,0.38277649879455566,0.20117323100566864,404.2611249688338,331.8642228210168,431.8271720823997,0.12018261849880219
51,103484_43558,SD,0.09572384506464005,0.06419059634208679,0.3252754211425781,0.23819172382354736,538.7848699191151,318.42193447530934,453.2475831151322,0.11383112519979477
52,103300_47581,ND,0.10264597833156586,0.037563689053058624,0.3288518190383911,0.0791625827550888,398.3849634412741,258.92703558872813,315.1281957737265,0.13471034169197083
53,103640_48153,ND,0.09751687943935394,0.0461425818502903,0.3464696407318115,0.0639989972114563,455.8720020946068,328.0775587011767,327.52261467217266,0.1330287754535675
54,113562_43461,ID,0.1156403049826622,0.04517471417784691,0.2995181381702423,0.2283928394317627,432.1836660752424,296.00390880268844,407.2413604584526,0.14080172777175903
