fold,site,state,inference_days,actual_inference_days,n_infer_points,rmse_log,mae_log,r2_log,infer_time
31,114189_48364,MT,400,400,26638,0.5821805947750729,0.4417137546252134,0.3679085210525286,3.6014523319900036
32,111987_46850,MT,25,25,1659,0.5721461136629103,0.44369687595802615,0.28225045481826183,0.7078776331618428
32,111987_46850,MT,50,50,3060,0.5373901663660052,0.4106416489097611,0.36680357894872817,0.14315671613439918
32,111987_46850,MT,100,100,6513,0.5431445620132709,0.4112308469928235,0.3531703894994067,0.22050693887285888
32,111987_46850,MT,150,150,9752,0.5253206131771013,0.39487509485669736,0.3949268155194925,0.42846993706189096
32,111987_46850,MT,200,200,12986,0.5139027029849018,0.38977992205953227,0.42094365432303815,1.3076877859421074
32,111987_46850,MT,250,250,16582,0.5154731183865092,0.3893978573446308,0.4173992151291187,1.218555954983458
32,111987_46850,MT,300,300,19743,0.5089131924386815,0.3851159139077279,0.4321332510534269,1.847359323175624
32,111987_46850,MT,350,350,23021,0.5156220577123029,0.38926489275210474,0.4170624964880848,2.7896739840507507
32,111987_46850,MT,400,400,26542,0.5038405288192055,0.3838739166001356,0.4433974142285606,3.3838252839632332
33,104778_41182,WY,25,25,1776,0.6221828120696338,0.48886973973426734,-0.015557694456767246,0.228048613993451
33,104778_41182,WY,50,50,3295,0.551772710469361,0.4267950598890425,0.20129019332080178,0.13197160698473454
33,104778_41182,WY,100,100,6554,0.5815740229419236,0.4531679089006324,0.11268345086338216,0.20888409903272986
33,104778_41182,WY,150,150,9675,0.5546434153430654,0.42704000290857946,0.19295768750253628,0.399048212217167
33,104778_41182,WY,200,200,13043,0.5521610687525155,0.42352913641272766,0.20016547394458395,1.5266870039049536
33,104778_41182,WY,250,250,16433,0.5561149918897891,0.4285115961444714,0.18866952683749783,1.149598129093647
33,104778_41182,WY,300,300,19850,0.5598188158091533,0.4295323440095452,0.17782632981561264,1.998590735020116
33,104778_41182,WY,350,350,22915,0.5698255364151558,0.4397139603680363,0.14817104553632165,2.702116952976212
33,104778_41182,WY,400,400,26472,0.5659515835599218,0.43296955550856076,0.15971397465732662,3.379843450849876
34,109455_47049,MT,25,25,1716,0.49872536635728665,0.39108529589316765,0.17872997215439346,0.8447977118194103
34,109455_47049,MT,50,50,3454,0.4895959645900893,0.38120511579569344,0.20852223880045406,0.1329851569607854
34,109455_47049,MT,100,100,6601,0.4429374626616752,0.3421488313401015,0.35218964684650755,0.22050410811789334
